src,trg,Temperature,DynViscosity,Density,ElecConductivity
CN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CN1C=C[N+](=C1)C.COS(=O)(=O)[O-],298,0.0717,1327.2,0.392
CN1C=C[N+](=C1)C.COS(=O)(=O)[O-],CN1C=C[N+](=C1)C.COS(=O)(=O)[O-],308,0.04693,1320.1,0.595
C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,312,0.0281,1365.0,0.608
C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,306,0.03495,1370.0,0.498
C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,300,0.04428,1376.0,0.411
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.1177,1520.3,0.225
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,293,0.1549,1525.6,0.177
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,288,0.2072,1530.9,0.136
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,283,0.2842,1536.2,0.103
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,278,0.401,1541.5,0.075
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,273,0.584,1546.8,0.053
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303,0.0913,1515.1,0.28
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313,0.0579,1504.7,0.415
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323,0.03933,1494.4,0.585
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343,0.02058,1474.1,1.014
C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C[NH+](C(CC)=O)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353,0.01567,1464.0,1.277
C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[P+](CCOC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,336,0.01362,1344.0,1.13
C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,318,0.0537,1433.7,0.289
C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,313,0.0678,1438.7,0.239
C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,308,0.0854,1443.6,0.194
C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,303,0.1108,1448.6,0.155
C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,298,0.1471,1453.6,0.12
C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,293,0.196,1458.7,0.0915
C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,C(C)[N+]1=CC(=CC=C1)C.FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F,323,0.0436,1428.9,0.355
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,323,0.0648,1065.92,0.075
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,318,0.0901,1069.04,0.062
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,316,0.1031,1070.6,0.056
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,273,0.0957,1075.2,0.383
CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,273,0.094,1027.7,0.522
CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,288,0.047,1019.1,0.844
CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,283,0.0583,1022.0,0.786
CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,278,0.0732,1024.8,0.5662
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,296,0.251,1124.6,0.223
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,293,0.298,1126.0,0.208
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,298,0.22,1123.0,0.239
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,308,0.051,1047.14,0.044
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,311,0.1096,1110.4,0.108
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,303,0.169,1115.4,0.092
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,301,0.187,1117.1,0.087
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,306,0.143,1113.8,0.097
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,323,0.01261,1037.32,0.075
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,321,0.01541,1038.96,0.069
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,318,0.02082,1040.6,0.063
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,313,0.0337,1043.87,0.053
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,311,0.0441,1045.51,0.048
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,316,0.0255,1042.24,0.058
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,306,0.0626,1048.76,0.04
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,303,0.0775,1050.39,0.037
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,301,0.0891,1052.0,0.034
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,298,0.113,1053.61,0.031
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,296,0.133,1055.22,0.028
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,298,0.218,1118.7,0.082
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,296,0.243,1120.4,0.078
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,308,0.1236,1112.1,0.102
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,298,0.321,1081.6,0.027
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,313,0.1254,1072.17,0.05
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,293,0.427,1084.7,0.022
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,308,0.173,1075.3,0.041
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,306,0.205,1076.9,0.037
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,303,0.241,1078.4,0.034
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,301,0.271,1080.0,0.03
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,296,0.359,1083.2,0.025
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,293,0.284,1122.0,0.074
C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCC1)C.P(OCCCC)([O-])=O,311,0.155,1073.73,0.045
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,316,0.0711,1107.0,0.121
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,323,0.0432,1101.9,0.141
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,321,0.0503,1103.6,0.134
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,318,0.0606,1105.3,0.127
C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,C(CCC)[N+]1(CCOCC1)C.C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C,313,0.0878,1108.7,0.114
C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,C(CCC)[N+]1(CCCCC1)C.P(OCCCC)([O-])=O,293,0.166,1056.78,0.026
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,316,0.1081,1048.6,0.052
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,301,0.185,1121.5,0.256
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,323,0.0682,1043.4,0.061
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,303,0.197,1016.7,0.02
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,301,0.224,1018.3,0.019
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,298,0.269,1020.0,0.017
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,296,0.309,1021.6,0.016
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,293,0.369,1023.1,0.015
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,308,0.138,1013.4,0.024
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,323,0.0431,1108.0,0.478
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,321,0.0497,1109.5,0.446
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,318,0.0601,1111.0,0.416
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,316,0.07,1112.5,0.389
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,313,0.0846,1114.0,0.363
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,311,0.1053,1115.5,0.338
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,308,0.1167,1117.0,0.316
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,306,0.139,1118.5,0.294
C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,C(C)[N+]1(CCCC1)C.C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C,303,0.164,1120.0,0.275
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,306,0.165,1015.0,0.022
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,311,0.1233,1011.7,0.026
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,316,0.0792,1008.4,0.03
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,303,0.256,1057.3,0.041
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,321,0.0784,1045.1,0.058
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,318,0.0942,1046.9,0.055
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,313,0.132,1050.3,0.05
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,298,0.343,1060.7,0.037
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,308,0.182,1053.8,0.045
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,306,0.214,1055.5,0.043
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,301,0.288,1059.0,0.039
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,318,0.0676,1006.7,0.032
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,296,0.384,1062.5,0.035
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,311,0.163,1052.1,0.047
C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C,293,0.46,1064.2,0.034
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,313,0.0982,1010.1,0.028
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,323,0.0478,1003.4,0.038
C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C,321,0.0554,1005.1,0.035
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,328,0.00899,1057.5,3.721
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,298,0.02055,1076.9,1.746
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,303,0.01746,1073.6,2.027
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,348,0.006021,1044.8,5.349
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,353,0.00552,1041.7,5.785
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,343,0.0066,1048.0,4.927
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,308,0.01501,1070.4,2.328
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,338,0.007273,1051.1,4.507
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,333,0.00806,1054.3,4.107
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,293,0.02449,1080.2,1.486
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,323,0.0101,1060.7,3.344
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,318,0.01142,1063.9,2.993
CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,CN1C=[N+](C=C1)CCC.[N-](C#N)C#N,313,0.01304,1067.1,2.651
C[N+]1=CN(C=C1)CCCCC.[N-](C#N)C#N,C[N+]1=CN(C=C1)CCCCC.[N-](C#N)C#N,353,0.007819,1014.7,3.015
C[N+]1=CN(C=C1)CCCCC.[N-](C#N)C#N,C[N+]1=CN(C=C1)CCCCC.[N-](C#N)C#N,348,0.008622,1017.8,2.764
C[N+]1=CN(C=C1)CCCCC.[N-](C#N)C#N,C[N+]1=CN(C=C1)CCCCC.[N-](C#N)C#N,343,0.009564,1020.9,2.519
